model,image_size,inference_time,latency_ms,map50,map50_95,model_size_mb,number_of_parameters,precision,recall,size_mb,test_map50,test_map50_95,test_precision,test_recall
yolo11n_seg,640,21.515667391371526,21.515667391371526,0.901430254350698,0.8141354279651679,5.720798492431641,2834763,0.8547393342601062,0.8093525179856115,5.720798492431641,0.9102971357973643,0.8571472778024651,0.831077984258901,0.852589641434263
yolo11s_seg,640,28.1028978253902,28.1028978253902,0.9022375569450345,0.8316612584467296,19.56033706665039,10067203,0.8095026721109871,0.8669064748201439,19.56033706665039,0.8960079376295446,0.85645072375785,0.8319947805784214,0.8681154550446947
